reference,type,transaction,price,surface,price_per_sqm,rooms,bathrooms,floor,city,neighborhood,condition,age,amenities,description,listing_date
MA-TAN-55737,Villa,Vente,5440511,273,19928,3,4,0,Tanger,Centre Ville,Très bon état,23,"Climatisation, Cuisine équipée, Parking, Placard, Sécurité",Villa spacieux avec 3 chambres à Tanger,2025-11-06
MA-TAN-21863,Appartement,Location,2294744,235,9764,2,1,4,Tanger,Medina,Bon état,14,"Concierge, Cuisine équipée, Jardin, Piscine, Sécurité",Magnifique appartement en bon état à Medina,2025-10-05
MA-KEN-65877,Appartement,Vente,576486,47,12265,5,2,11,Kenitra,Centre Ville,Excellent état,29,"Cave, Jardin, Vue mer",Appartement spacieux avec 5 chambres à Kenitra,2025-10-03
MA-OUJ-85123,Appartement,Vente,2291523,197,11632,5,1,4,Oujda,Angad,Excellent état,36,"Ascenseur, Cave, Chauffage, Jardin, Parking, Terrasse",Appartement moderne de 197m² à Oujda,2025-07-03
MA-CAS-32264,Appartement,Location,2589112,150,17260,2,1,2,Casablanca,Racine,Très bon état,30,"Cave, Climatisation, Concierge, Placard, Sécurité, Terrasse, Vue mer",Beau appartement dans le quartier recherché de Racine,2025-10-02
MA-MAR-15320,Appartement,Location vacances,4534792,220,20612,3,1,3,Marrakech,Route de Fès,À rénover,32,"Climatisation, Concierge, Jardin, Terrasse",Appartement spacieux avec 3 chambres à Marrakech,2025-11-01
MA-MAR-72471,Appartement,Location,828796,69,12011,4,1,2,Marrakech,Targa,Excellent état,28,"Chauffage, Cuisine équipée, Garage, Piscine, Placard, Terrasse, Vue montagne",Appartement spacieux avec 4 chambres à Marrakech,2025-10-27
MA-TAN-47140,Duplex,Vente,1832235,132,13880,2,1,7,Tanger,Ibn Batouta,Neuf,13,"Ascenseur, Balcon, Cave, Parking, Piscine, Terrasse","Duplex de 132m² situé à Ibn Batouta, Tanger",2025-10-23
MA-TAN-48851,Appartement,Vente,1199792,106,11318,1,1,7,Tanger,Medina,À rénover,0,"Chauffage, Jardin, Placard, Terrasse",Appartement moderne de 106m² à Tanger,2025-10-18
MA-TAN-92672,Appartement,Vente,1712360,127,13483,2,1,4,Tanger,California,Excellent état,16,"Ascenseur, Climatisation, Garage, Jardin, Placard, Vue mer",Appartement moderne de 127m² à Tanger,2025-09-27
MA-TAN-15878,Villa,Vente,11654047,587,19853,6,3,0,Tanger,Malabata,Neuf,21,"Concierge, Cuisine équipée, Garage, Jardin, Placard",Magnifique villa en neuf à Malabata,2025-11-07
MA-MAR-40679,Maison,Vente,2395043,134,17873,4,1,0,Marrakech,Massira,Excellent état,38,"Ascenseur, Climatisation, Cuisine équipée, Garage, Jardin, Parking, Placard, Vue montagne",Magnifique maison en excellent état à Massira,2025-07-16
MA-CAS-71965,Studio,Vente,546880,43,12718,1,1,5,Casablanca,Gauthier,Très bon état,32,"Balcon, Cave, Climatisation, Garage, Terrasse",Studio spacieux avec 1 chambres à Casablanca,2025-11-28
MA-CAS-95161,Appartement,Vente,1755076,197,8909,3,1,4,Casablanca,Palmier,Neuf,29,"Cave, Climatisation, Cuisine équipée, Jardin, Piscine, Placard, Terrasse",Appartement spacieux avec 3 chambres à Casablanca,2025-10-13
MA-MAR-30659,Villa,Location,8582093,304,28230,8,2,0,Marrakech,Massira,À rénover,23,"Climatisation, Concierge, Jardin, Parking, Piscine, Placard, Vue mer, Vue montagne","Villa de 304m² situé à Massira, Marrakech",2025-10-10
MA-TAN-71575,Maison,Vente,3697488,295,12533,6,2,0,Tanger,Gzenaya,Très bon état,10,"Balcon, Concierge, Cuisine équipée, Piscine, Sécurité, Vue mer, Vue montagne","Maison de 295m² situé à Gzenaya, Tanger",2025-07-31
MA-AGA-31220,Maison,Vente,3110868,295,10545,5,2,0,Agadir,Tilila,À rénover,18,"Ascenseur, Chauffage, Garage, Placard, Terrasse, Vue mer, Vue montagne",Magnifique maison en à rénover à Tilila,2025-10-15
MA-RAB-22505,Appartement,Vente,2510584,229,10963,1,2,2,Rabat,Océan,Bon état,0,"Balcon, Piscine, Sécurité",Beau appartement dans le quartier recherché de Océan,2025-10-03
MA-CAS-64622,Appartement,Location,3136994,194,16170,2,2,5,Casablanca,Palmier,Neuf,4,"Ascenseur, Balcon, Cave, Chauffage, Garage, Parking, Placard, Vue mer",Beau appartement dans le quartier recherché de Palmier,2025-09-20
MA-MAR-71423,Maison,Vente,2608882,199,13109,3,1,0,Marrakech,Massira,Bon état,14,"Climatisation, Cuisine équipée, Jardin, Parking, Sécurité, Vue mer",Maison moderne de 199m² à Marrakech,2025-12-04
MA-MEK-61307,Appartement,Vente,2568728,236,10884,2,1,11,Meknès,Bassatine,Neuf,6,"Balcon, Cave, Chauffage, Climatisation, Garage, Sécurité, Terrasse, Vue mer",Appartement moderne de 236m² à Meknès,2025-08-15
MA-OUJ-31540,Villa,Location,3705012,223,16614,7,2,0,Oujda,Boukhaled,À rénover,19,"Balcon, Chauffage, Climatisation, Concierge, Piscine",Magnifique villa en à rénover à Boukhaled,2025-10-15
MA-OUJ-82122,Appartement,Vente,669198,77,8690,1,2,6,Oujda,Lazaret,À rénover,21,"Chauffage, Climatisation, Cuisine équipée, Garage, Jardin, Parking, Sécurité, Vue mer","Appartement de 77m² situé à Lazaret, Oujda",2025-11-03
MA-CAS-37665,Appartement,Vente,2916321,241,12100,2,2,4,Casablanca,Palmier,Excellent état,16,"Cave, Climatisation, Concierge, Placard, Vue mer","Appartement de 241m² situé à Palmier, Casablanca",2025-11-28
MA-OUJ-53931,Appartement,Vente,1192049,185,6443,5,2,2,Oujda,Al Amal,Neuf,16,"Ascenseur, Cave, Cuisine équipée, Garage, Jardin, Placard, Terrasse",Magnifique appartement en neuf à Al Amal,2025-10-01
MA-CAS-12585,Appartement,Vente,1798992,113,15920,3,2,3,Casablanca,Palmier,Très bon état,9,"Balcon, Cave, Parking",Beau appartement dans le quartier recherché de Palmier,2025-10-05
MA-RAB-26031,Duplex,Location vacances,3022154,151,20014,4,2,10,Rabat,Medina,Très bon état,18,"Cave, Jardin, Parking, Vue mer",Duplex spacieux avec 4 chambres à Rabat,2025-07-06
MA-FÈS-39786,Appartement,Location vacances,492652,40,12316,2,2,12,Fès,Florence,Neuf,36,"Cave, Climatisation, Cuisine équipée, Garage, Placard, Vue mer",Beau appartement dans le quartier recherché de Florence,2025-10-04
MA-FÈS-88962,Appartement,Vente,2620201,222,11802,4,2,8,Fès,Ville Nouvelle,Neuf,27,"Ascenseur, Cave, Concierge, Jardin, Piscine, Placard, Sécurité, Vue montagne",Magnifique appartement en neuf à Ville Nouvelle,2025-09-10
MA-TAN-59882,Villa,Location,5711805,392,14570,7,3,0,Tanger,Medina,Très bon état,34,"Ascenseur, Chauffage, Jardin, Vue montagne",Beau villa dans le quartier recherché de Medina,2025-12-05
MA-AGA-93132,Villa,Vente,3151451,212,14865,4,3,0,Agadir,Hay Dakhla,Bon état,15,"Ascenseur, Cave, Cuisine équipée, Garage, Placard, Sécurité, Terrasse",Beau villa dans le quartier recherché de Hay Dakhla,2025-08-23
MA-CAS-72910,Studio,Location,709499,49,14479,1,1,1,Casablanca,Gauthier,Très bon état,2,"Ascenseur, Cuisine équipée, Jardin, Parking, Piscine, Sécurité, Terrasse, Vue montagne",Beau studio dans le quartier recherché de Gauthier,2025-08-28
MA-AGA-64762,Villa,Vente,5840080,268,21791,5,2,0,Agadir,Talborjt,Très bon état,5,"Ascenseur, Cave, Jardin, Parking, Vue montagne",Villa spacieux avec 5 chambres à Agadir,2025-07-10
MA-CAS-50341,Villa,Location,9989114,450,22198,6,4,0,Casablanca,California,À rénover,26,"Cave, Chauffage, Cuisine équipée, Piscine, Placard, Terrasse",Beau villa dans le quartier recherché de California,2025-11-23
MA-MAR-47849,Maison,Vente,2031947,187,10866,3,1,0,Marrakech,Gueliz,À rénover,31,"Ascenseur, Balcon, Parking, Placard",Maison moderne de 187m² à Marrakech,2025-11-20
MA-CAS-66758,Maison,Location,1956352,113,17312,5,1,0,Casablanca,Maarif,À rénover,13,"Concierge, Parking, Piscine","Maison de 113m² situé à Maarif, Casablanca",2025-10-06
MA-AGA-29964,Duplex,Vente,3331435,187,17815,2,2,3,Agadir,Secteur Touristique,À rénover,24,"Climatisation, Concierge, Parking, Terrasse","Duplex de 187m² situé à Secteur Touristique, Agadir",2025-08-06
MA-TAN-23365,Maison,Vente,2046376,192,10658,6,1,0,Tanger,Gzenaya,Neuf,37,"Balcon, Cave, Chauffage, Jardin, Parking, Vue mer, Vue montagne",Maison moderne de 192m² à Tanger,2025-08-10
MA-FÈS-14415,Appartement,Location vacances,339283,48,7068,1,1,5,Fès,Ville Nouvelle,Bon état,18,"Ascenseur, Cave, Jardin, Piscine, Terrasse, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Ville Nouvelle,2025-10-22
MA-CAS-44191,Appartement,Vente,4032356,219,18412,5,1,1,Casablanca,Hay Mohammadi,Excellent état,39,"Ascenseur, Cave, Cuisine équipée, Placard",Appartement moderne de 219m² à Casablanca,2025-09-03
MA-CAS-54428,Villa,Location,6395906,301,21248,4,3,0,Casablanca,Gauthier,Bon état,24,"Balcon, Cave, Chauffage, Garage, Parking, Piscine, Terrasse, Vue mer",Beau villa dans le quartier recherché de Gauthier,2025-09-07
MA-RAB-91525,Appartement,Location,2947648,229,12871,3,1,4,Rabat,Souissi,Très bon état,1,"Balcon, Chauffage, Climatisation, Garage, Jardin, Placard",Beau appartement dans le quartier recherché de Souissi,2025-10-22
MA-RAB-97724,Appartement,Vente,3902523,238,16397,1,2,1,Rabat,Aviation,Très bon état,18,"Chauffage, Parking, Piscine, Vue mer","Appartement de 238m² situé à Aviation, Rabat",2025-09-28
MA-RAB-91739,Studio,Vente,539524,31,17404,1,1,10,Rabat,Agdal,Excellent état,16,"Climatisation, Parking, Vue mer, Vue montagne",Magnifique studio en excellent état à Agdal,2025-09-26
MA-CAS-30689,Villa,Location,11745458,524,22414,8,4,0,Casablanca,Anfa,Neuf,25,"Cave, Climatisation, Garage, Jardin, Vue montagne",Beau villa dans le quartier recherché de Anfa,2025-07-30
MA-OUJ-48733,Studio,Location,319661,46,6949,1,1,5,Oujda,Centre Ville,Neuf,32,"Climatisation, Garage, Piscine, Placard, Sécurité, Terrasse, Vue mer, Vue montagne",Beau studio dans le quartier recherché de Centre Ville,2025-07-25
MA-MEK-17497,Villa,Location,1901832,162,11739,6,4,0,Meknès,Bassatine,Très bon état,35,"Ascenseur, Balcon, Climatisation, Cuisine équipée, Piscine, Vue montagne",Villa moderne de 162m² à Meknès,2025-08-13
MA-AGA-73480,Villa,Vente,8823397,567,15561,7,3,0,Agadir,Anza,Excellent état,20,"Ascenseur, Cave, Jardin, Parking, Sécurité, Terrasse, Vue mer",Beau villa dans le quartier recherché de Anza,2025-12-07
MA-TAN-42752,Appartement,Vente,3313647,229,14470,3,1,2,Tanger,Centre Ville,Bon état,0,"Ascenseur, Cave, Chauffage, Climatisation, Concierge, Jardin, Sécurité, Vue montagne",Magnifique appartement en bon état à Centre Ville,2025-10-01
MA-AGA-14377,Villa,Vente,6852563,372,18420,6,4,0,Agadir,Founty,À rénover,0,"Balcon, Climatisation, Jardin, Sécurité, Vue montagne",Beau villa dans le quartier recherché de Founty,2025-07-06
MA-FÈS-39922,Appartement,Vente,2443541,188,12997,2,2,5,Fès,Saiss,Excellent état,3,"Balcon, Chauffage, Concierge, Garage, Parking, Placard, Terrasse, Vue mer","Appartement de 188m² situé à Saiss, Fès",2025-12-20
MA-FÈS-27457,Appartement,Vente,1430649,115,12440,1,2,10,Fès,Medina,Très bon état,35,"Ascenseur, Balcon, Garage, Piscine, Vue mer, Vue montagne",Magnifique appartement en très bon état à Medina,2025-10-04
MA-SAL-48043,Appartement,Vente,1410386,154,9158,4,2,3,Salé,Hssaine,Excellent état,4,"Balcon, Cave, Chauffage, Climatisation, Concierge, Cuisine équipée, Parking, Vue mer",Appartement spacieux avec 4 chambres à Salé,2025-07-17
MA-CAS-24177,Appartement,Vente,2465744,143,17242,3,1,4,Casablanca,Palmier,À rénover,16,"Cave, Chauffage, Vue mer, Vue montagne",Magnifique appartement en à rénover à Palmier,2025-10-23
MA-MAR-36336,Appartement,Location,3728221,230,16209,2,2,11,Marrakech,Sidi Youssef Ben Ali,Excellent état,12,"Chauffage, Climatisation, Cuisine équipée, Jardin, Sécurité",Magnifique appartement en excellent état à Sidi Youssef Ben Ali,2025-07-31
MA-RAB-88848,Appartement,Vente,2078640,126,16497,5,2,5,Rabat,Hay Riad,Très bon état,39,"Ascenseur, Piscine, Placard, Terrasse, Vue mer",Magnifique appartement en très bon état à Hay Riad,2025-10-04
MA-MAR-93396,Appartement,Vente,1578270,83,19015,2,1,8,Marrakech,Medina,Bon état,38,"Chauffage, Garage, Piscine, Placard, Sécurité, Terrasse, Vue mer",Appartement moderne de 83m² à Marrakech,2025-12-06
MA-CAS-12366,Maison,Location,1833897,184,9966,5,1,0,Casablanca,Gauthier,À rénover,7,"Cave, Climatisation, Cuisine équipée, Jardin, Placard, Sécurité",Beau maison dans le quartier recherché de Gauthier,2025-09-02
MA-MAR-42236,Villa,Vente,5754882,227,25351,6,4,0,Marrakech,Palmeraie,Excellent état,8,"Parking, Sécurité, Vue mer, Vue montagne",Magnifique villa en excellent état à Palmeraie,2025-12-28
MA-AGA-42331,Maison,Location vacances,1751158,179,9783,2,1,0,Agadir,Secteur Touristique,Neuf,16,"Ascenseur, Balcon, Chauffage, Climatisation, Piscine, Placard, Sécurité, Terrasse",Maison spacieux avec 2 chambres à Agadir,2025-10-01
MA-TAN-93342,Appartement,Vente,1235210,82,15063,4,2,7,Tanger,Boubana,À rénover,35,"Chauffage, Climatisation, Cuisine équipée, Garage, Piscine, Placard, Vue mer, Vue montagne",Appartement spacieux avec 4 chambres à Tanger,2025-10-04
MA-CAS-98262,Villa,Location,5682500,230,24706,3,2,0,Casablanca,Anfa,Neuf,31,"Ascenseur, Balcon, Chauffage, Climatisation, Garage, Jardin, Vue mer, Vue montagne",Villa spacieux avec 3 chambres à Casablanca,2025-07-11
MA-RAB-63127,Villa,Location,8871167,417,21273,6,3,0,Rabat,Medina,Bon état,4,"Balcon, Cuisine équipée, Garage, Parking, Terrasse, Vue mer",Magnifique villa en bon état à Medina,2025-07-11
MA-MAR-26262,Villa,Vente,2885978,164,17597,8,2,0,Marrakech,Gueliz,Excellent état,16,"Cave, Chauffage, Concierge, Placard",Villa spacieux avec 8 chambres à Marrakech,2025-10-06
MA-CAS-25814,Appartement,Location,2843930,153,18587,2,2,11,Casablanca,Sidi Maarouf,Très bon état,21,"Ascenseur, Balcon, Climatisation, Garage, Parking, Sécurité, Vue montagne",Appartement spacieux avec 2 chambres à Casablanca,2025-12-09
MA-MAR-36752,Maison,Location,1417311,84,16872,5,1,0,Marrakech,Menara,Neuf,12,"Balcon, Cave, Cuisine équipée, Garage, Jardin, Parking, Placard, Sécurité",Maison spacieux avec 5 chambres à Marrakech,2025-08-14
MA-OUJ-21016,Villa,Vente,5699789,417,13668,6,4,0,Oujda,Medina,Excellent état,0,"Cave, Chauffage, Cuisine équipée, Garage, Placard, Sécurité",Villa moderne de 417m² à Oujda,2025-08-25
MA-AGA-46575,Villa,Location,9420315,548,17190,3,2,0,Agadir,Centre Ville,Bon état,1,"Ascenseur, Chauffage, Garage, Placard, Sécurité, Terrasse, Vue mer","Villa de 548m² situé à Centre Ville, Agadir",2025-11-21
MA-MEK-14487,Duplex,Location,1931559,171,11295,2,2,4,Meknès,Mansour,Très bon état,29,"Balcon, Climatisation, Placard, Sécurité, Terrasse, Vue montagne","Duplex de 171m² situé à Mansour, Meknès",2025-10-09
MA-CAS-86561,Maison,Location vacances,3384765,292,11591,4,2,0,Casablanca,Ain Diab,Neuf,17,"Balcon, Cave, Chauffage, Concierge, Piscine, Sécurité, Vue mer, Vue montagne",Magnifique maison en neuf à Ain Diab,2025-10-23
MA-AGA-88465,Riad,Vente,10115619,400,25289,7,3,0,Agadir,Hay Dakhla,Excellent état,22,"Balcon, Concierge, Sécurité",Riad moderne de 400m² à Agadir,2025-08-22
MA-TAN-87997,Villa,Location,7793069,524,14872,3,3,0,Tanger,Medina,À rénover,11,"Cuisine équipée, Jardin, Placard","Villa de 524m² situé à Medina, Tanger",2025-10-05
MA-CAS-18010,Appartement,Location,1983587,146,13586,5,2,12,Casablanca,Racine,Excellent état,35,"Chauffage, Concierge, Cuisine équipée, Parking, Vue mer, Vue montagne",Appartement moderne de 146m² à Casablanca,2025-07-29
MA-OUJ-40733,Appartement,Vente,1268618,206,6158,1,1,10,Oujda,Hay Hassani,Très bon état,3,"Cave, Concierge, Garage, Piscine, Sécurité, Vue mer",Beau appartement dans le quartier recherché de Hay Hassani,2025-09-16
MA-MEK-79850,Villa,Vente,6256788,505,12389,5,4,0,Meknès,Mansour,À rénover,37,"Garage, Jardin, Parking, Placard, Sécurité, Terrasse","Villa de 505m² situé à Mansour, Meknès",2025-10-08
MA-RAB-21940,Appartement,Vente,1802158,144,12514,5,2,10,Rabat,Orangers,Excellent état,13,"Jardin, Parking, Terrasse",Appartement moderne de 144m² à Rabat,2025-11-25
MA-CAS-27833,Appartement,Vente,1618270,89,18182,5,2,5,Casablanca,Maarif,Neuf,27,"Balcon, Climatisation, Placard, Terrasse","Appartement de 89m² situé à Maarif, Casablanca",2025-12-17
MA-CAS-69347,Maison,Location,3461560,223,15522,2,2,0,Casablanca,Bourgogne,À rénover,29,"Climatisation, Cuisine équipée, Garage, Piscine, Terrasse, Vue mer",Maison spacieux avec 2 chambres à Casablanca,2025-12-29
MA-TAN-81184,Appartement,Vente,1423832,136,10469,3,1,0,Tanger,Ibn Batouta,À rénover,6,"Ascenseur, Balcon, Cuisine équipée, Vue mer, Vue montagne",Appartement spacieux avec 3 chambres à Tanger,2025-08-02
MA-CAS-85126,Appartement,Location,1050846,57,18435,2,2,7,Casablanca,Gauthier,À rénover,0,"Ascenseur, Chauffage, Concierge, Parking, Piscine, Placard",Appartement moderne de 57m² à Casablanca,2025-10-20
MA-TAN-16081,Villa,Vente,9058177,518,17486,7,2,0,Tanger,California,Excellent état,17,"Garage, Sécurité, Terrasse",Beau villa dans le quartier recherché de California,2025-08-08
MA-RAB-60694,Appartement,Vente,1460025,147,9932,5,1,5,Rabat,Medina,Très bon état,34,"Garage, Jardin, Piscine, Placard, Vue mer, Vue montagne","Appartement de 147m² situé à Medina, Rabat",2025-09-17
MA-CAS-31951,Appartement,Vente,1286072,89,14450,4,1,9,Casablanca,Anfa,Neuf,5,"Ascenseur, Cave, Chauffage, Jardin, Placard",Appartement moderne de 89m² à Casablanca,2025-08-04
MA-OUJ-30463,Appartement,Vente,1362256,197,6915,1,1,11,Oujda,Al Qods,Très bon état,38,"Concierge, Cuisine équipée, Garage, Parking, Terrasse",Appartement spacieux avec 1 chambres à Oujda,2025-11-02
MA-KEN-72513,Villa,Location vacances,2618271,180,14545,8,4,0,Kenitra,Lalla Mimouna,Bon état,20,"Balcon, Cave, Piscine, Terrasse, Vue montagne","Villa de 180m² situé à Lalla Mimouna, Kenitra",2025-09-01
MA-KEN-11610,Appartement,Vente,578477,52,11124,2,2,11,Kenitra,Aviation,Bon état,16,"Ascenseur, Balcon, Cave, Parking, Piscine, Terrasse",Beau appartement dans le quartier recherché de Aviation,2025-09-29
MA-MEK-24496,Maison,Vente,2273703,292,7786,6,2,0,Meknès,Riad,Très bon état,30,"Chauffage, Parking, Piscine, Sécurité",Beau maison dans le quartier recherché de Riad,2025-11-05
MA-CAS-47676,Maison,Vente,2106312,145,14526,2,2,0,Casablanca,Gauthier,Excellent état,16,"Ascenseur, Chauffage, Garage, Jardin, Parking, Piscine, Sécurité, Terrasse",Beau maison dans le quartier recherché de Gauthier,2025-07-20
MA-TAN-56281,Appartement,Location,968008,121,8000,1,1,9,Tanger,Medina,Neuf,35,"Climatisation, Garage, Parking, Sécurité, Terrasse, Vue montagne","Appartement de 121m² situé à Medina, Tanger",2025-09-14
MA-MAR-77413,Appartement,Vente,2632019,145,18151,2,1,4,Marrakech,Daoudiat,Neuf,11,"Chauffage, Jardin, Piscine",Appartement spacieux avec 2 chambres à Marrakech,2025-09-17
MA-RAB-88873,Maison,Location,2246555,164,13698,5,2,0,Rabat,Kamra,À rénover,12,"Balcon, Climatisation, Cuisine équipée, Piscine, Placard, Terrasse, Vue mer",Beau maison dans le quartier recherché de Kamra,2025-12-17
MA-MAR-64620,Appartement,Vente,1271589,65,19562,5,2,9,Marrakech,Palmeraie,Neuf,35,"Climatisation, Parking, Placard, Sécurité, Terrasse, Vue mer",Magnifique appartement en neuf à Palmeraie,2025-09-15
MA-TAN-33096,Villa,Vente,8849493,599,14773,6,2,0,Tanger,California,Bon état,7,"Balcon, Chauffage, Climatisation, Jardin, Piscine, Placard, Vue mer","Villa de 599m² situé à California, Tanger",2025-12-14
MA-AGA-87357,Villa,Vente,7754303,538,14413,5,2,0,Agadir,Anza,Neuf,11,"Cave, Jardin, Sécurité, Vue mer",Villa moderne de 538m² à Agadir,2025-10-09
MA-OUJ-28745,Villa,Location,4366302,284,15374,8,2,0,Oujda,Boukhaled,Excellent état,34,"Concierge, Piscine, Terrasse",Magnifique villa en excellent état à Boukhaled,2025-10-04
MA-TAN-91362,Villa,Vente,8397187,575,14603,6,4,0,Tanger,California,Neuf,40,"Balcon, Concierge, Garage, Parking, Piscine, Sécurité, Terrasse",Villa moderne de 575m² à Tanger,2025-10-04
MA-TÉT-70614,Villa,Vente,8571441,539,15902,5,2,0,Tétouan,Boukhalef,Neuf,14,"Cave, Cuisine équipée, Garage, Piscine, Sécurité",Villa spacieux avec 5 chambres à Tétouan,2025-12-01
MA-FÈS-80128,Appartement,Vente,2026037,248,8169,1,1,6,Fès,Medina,Neuf,32,"Ascenseur, Cave, Jardin, Parking, Piscine, Sécurité",Magnifique appartement en neuf à Medina,2025-07-28
